posto,time_division,model_id,p,h,h_std,avg_cv_mse,total_aic
TUCURUI,mes,3,2,5,4,,4326.360148230552
TUCURUI,mes,3,2,5,5,,12843.898841065633
TUCURUI,mes,3,3,1,1,,15580.523684666527
TUCURUI,mes,3,3,1,2,,15582.989019403753
TUCURUI,mes,3,3,1,3,,5047.824226089054
TUCURUI,mes,3,3,1,4,,4845.565059935721
TUCURUI,mes,3,3,1,5,,15615.466029738107
TUCURUI,mes,3,3,2,1,,14382.541937335041
TUCURUI,mes,3,3,2,2,,14385.488184400643
TUCURUI,mes,3,3,2,3,,4702.749759803418
TUCURUI,mes,3,3,2,4,,4447.688409125568
TUCURUI,mes,3,3,2,5,,14416.105334325111
TUCURUI,mes,3,3,3,1,,14141.128197421995
TUCURUI,mes,3,3,3,2,,14144.393499902153
TUCURUI,mes,3,3,3,3,,4408.697766668205
TUCURUI,mes,3,3,3,4,,4375.709909081603
TUCURUI,mes,3,3,3,5,,14173.771823672907
TUCURUI,mes,3,3,4,1,,13998.0384687944
TUCURUI,mes,3,3,4,2,,14001.515056075286
TUCURUI,mes,3,3,4,3,,4425.63370903422
TUCURUI,mes,3,3,4,4,,4376.677294879614
TUCURUI,mes,3,3,4,5,,14030.07081670998
TUCURUI,mes,3,3,5,1,,12817.252352432935
TUCURUI,mes,3,3,5,2,,12821.553562933068
TUCURUI,mes,3,3,5,3,,4405.033229935593
TUCURUI,mes,3,3,5,4,,4327.466142873451
TUCURUI,mes,3,3,5,5,,12846.882116592076
TUCURUI,mes,3,4,1,1,,15611.425433248703
TUCURUI,mes,3,4,1,2,,15613.71298374568
TUCURUI,mes,3,4,1,3,,5067.226588541908
TUCURUI,mes,3,4,1,4,,4800.465158822278
TUCURUI,mes,3,4,1,5,,15631.802951818203
TUCURUI,mes,3,4,2,1,,14402.445324634802
TUCURUI,mes,3,4,2,2,,14405.311560416481
TUCURUI,mes,3,4,2,3,,4709.715902130386
TUCURUI,mes,3,4,2,4,,4449.8857706602175
TUCURUI,mes,3,4,2,5,,14425.604384791084
TUCURUI,mes,3,4,3,1,,14155.080301564272
TUCURUI,mes,3,4,3,2,,14158.309596539928
TUCURUI,mes,3,4,3,3,,4412.627160462393
TUCURUI,mes,3,4,3,4,,4368.801948403212
TUCURUI,mes,3,4,3,5,,14180.12046175785
TUCURUI,mes,3,4,4,1,,14010.123455343954
TUCURUI,mes,3,4,4,2,,14013.582433641168
TUCURUI,mes,3,4,4,3,,4429.090451788815
TUCURUI,mes,3,4,4,4,,4377.869319517587
TUCURUI,mes,3,4,4,5,,14035.22127818152
TUCURUI,mes,3,4,5,1,,12819.410285703589
TUCURUI,mes,3,4,5,2,,12823.71510226004
TUCURUI,mes,3,4,5,3,,4403.538772899324
TUCURUI,mes,3,4,5,4,,4330.987883963476
TUCURUI,mes,3,4,5,5,,12849.005641525167
TUCURUI,mes,3,5,1,1,,15615.599001753608
TUCURUI,mes,3,5,1,2,,15620.896976192162
TUCURUI,mes,3,5,1,3,,5070.235221032348
TUCURUI,mes,3,5,1,4,,4755.675031944827
TUCURUI,mes,3,5,1,5,,15625.284624407435
TUCURUI,mes,3,5,2,1,,14403.497035824097
TUCURUI,mes,3,5,2,2,,14408.439715118242
TUCURUI,mes,3,5,2,3,,4710.515883868045
TUCURUI,mes,3,5,2,4,,4443.6857628998805
TUCURUI,mes,3,5,2,5,,14419.753684727862
TUCURUI,mes,3,5,3,1,,14155.511281321473
TUCURUI,mes,3,5,3,2,,14160.225530525442
TUCURUI,mes,3,5,3,3,,4413.765023019703
TUCURUI,mes,3,5,3,4,,4370.445280650502
TUCURUI,mes,3,5,3,5,,14175.586481265236
TUCURUI,mes,3,5,4,1,,14009.953771851837
TUCURUI,mes,3,5,4,2,,14014.770069746142
TUCURUI,mes,3,5,4,3,,4428.22298282541
TUCURUI,mes,3,5,4,4,,4380.273190358963
TUCURUI,mes,3,5,4,5,,14030.45769916144
TUCURUI,mes,3,5,5,1,,12821.451583712487
TUCURUI,mes,3,5,5,2,,12825.777057648931
TUCURUI,mes,3,5,5,3,,4401.713044653279
TUCURUI,mes,3,5,5,4,,4326.795343554782
TUCURUI,mes,3,5,5,5,,12849.513617172497
TUCURUI,mes,4,1,1,1,,5040.838918762635
TUCURUI,mes,4,1,1,2,,5044.838918762635
TUCURUI,mes,4,1,1,3,,5048.838918762635
TUCURUI,mes,4,1,1,4,,5052.838918762635
TUCURUI,mes,4,1,1,5,,5056.838918762635
TUCURUI,mes,4,1,2,1,,4894.529061753268
TUCURUI,mes,4,1,2,2,,4898.529061753268
TUCURUI,mes,4,1,2,3,,4902.529061753268
TUCURUI,mes,4,1,2,4,,4906.529061753268
TUCURUI,mes,4,1,2,5,,4910.529061753268
TUCURUI,mes,4,1,3,1,,4882.604884874604
TUCURUI,mes,4,1,3,2,,4886.604884874604
TUCURUI,mes,4,1,3,3,,4890.604884874604
TUCURUI,mes,4,1,3,4,,4894.604884874604
TUCURUI,mes,4,1,3,5,,4898.604884874604
TUCURUI,mes,4,1,4,1,,4869.7813686186455
TUCURUI,mes,4,1,4,2,,4873.7813686186455
TUCURUI,mes,4,1,4,3,,4877.7813686186455
TUCURUI,mes,4,1,4,4,,4881.7813686186455
TUCURUI,mes,4,1,4,5,,4885.7813686186455
TUCURUI,mes,4,1,5,1,,4870.928442458224
TUCURUI,mes,4,1,5,2,,4874.928442458224
TUCURUI,mes,4,1,5,3,,4878.928442458224
TUCURUI,mes,4,1,5,4,,4882.928442458224
TUCURUI,mes,4,1,5,5,,4886.928442458224
TUCURUI,mes,4,2,1,1,,4923.6192050654045
TUCURUI,mes,4,2,1,2,,4927.6192050654045
TUCURUI,mes,4,2,1,3,,4931.6192050654045
TUCURUI,mes,4,2,1,4,,4935.6192050654045
TUCURUI,mes,4,2,1,5,,4939.6192050654045
TUCURUI,mes,4,2,2,1,,4871.428820806152
TUCURUI,mes,4,2,2,2,,4875.428820806152
TUCURUI,mes,4,2,2,3,,4879.428820806152
TUCURUI,mes,4,2,2,4,,4883.428820806152
TUCURUI,mes,4,2,2,5,,4887.428820806152
TUCURUI,mes,4,2,3,1,,4852.123460302703
TUCURUI,mes,4,2,3,2,,4856.123460302703
TUCURUI,mes,4,2,3,3,,4860.123460302703
TUCURUI,mes,4,2,3,4,,4864.123460302703
TUCURUI,mes,4,2,3,5,,4868.123460302703
TUCURUI,mes,4,2,4,1,,4844.370640524654
TUCURUI,mes,4,2,4,2,,4848.370640524654
TUCURUI,mes,4,2,4,3,,4852.370640524654
TUCURUI,mes,4,2,4,4,,4856.370640524654
TUCURUI,mes,4,2,4,5,,4860.370640524654
TUCURUI,mes,4,2,5,1,,4844.732950691192
TUCURUI,mes,4,2,5,2,,4848.732950691192
TUCURUI,mes,4,2,5,3,,4852.732950691192
TUCURUI,mes,4,2,5,4,,4856.732950691192
TUCURUI,mes,4,2,5,5,,4860.732950691192
TUCURUI,mes,4,3,1,1,,4901.743163619389
TUCURUI,mes,4,3,1,2,,4905.743163619389
TUCURUI,mes,4,3,1,3,,4909.74316361939
TUCURUI,mes,4,3,1,4,,4913.743163619389
TUCURUI,mes,4,3,1,5,,4917.743163619389
TUCURUI,mes,4,3,2,1,,4851.59794586245
TUCURUI,mes,4,3,2,2,,4855.59794586245
TUCURUI,mes,4,3,2,3,,4859.59794586245
TUCURUI,mes,4,3,2,4,,4863.59794586245
TUCURUI,mes,4,3,2,5,,4867.59794586245
TUCURUI,mes,4,3,3,1,,4831.017833105977
TUCURUI,mes,4,3,3,2,,4835.017833105977
TUCURUI,mes,4,3,3,3,,4839.017833105977
TUCURUI,mes,4,3,3,4,,4843.017833105977
TUCURUI,mes,4,3,3,5,,4847.017833105977
TUCURUI,mes,4,3,4,1,,4823.405074434396
TUCURUI,mes,4,3,4,2,,4827.405074434396
TUCURUI,mes,4,3,4,3,,4831.405074434396
TUCURUI,mes,4,3,4,4,,4835.405074434396
TUCURUI,mes,4,3,4,5,,4839.405074434396
TUCURUI,mes,4,3,5,1,,4825.715899043249
TUCURUI,mes,4,3,5,2,,4829.715899043249
TUCURUI,mes,4,3,5,3,,4833.715899043249
TUCURUI,mes,4,3,5,4,,4837.715899043249
TUCURUI,mes,4,3,5,5,,4841.715899043249
TUCURUI,mes,4,4,1,1,,4880.307970627861
TUCURUI,mes,4,4,1,2,,4884.307970627861
TUCURUI,mes,4,4,1,3,,4888.307970627862
TUCURUI,mes,4,4,1,4,,4892.30797062786
TUCURUI,mes,4,4,1,5,,4896.307970627862
TUCURUI,mes,4,4,2,1,,4845.2558471976345
TUCURUI,mes,4,4,2,2,,4849.2558471976345
TUCURUI,mes,4,4,2,3,,4853.2558471976345
TUCURUI,mes,4,4,2,4,,4857.2558471976345
TUCURUI,mes,4,4,2,5,,4861.2558471976345
TUCURUI,mes,4,4,3,1,,4816.722441237357
TUCURUI,mes,4,4,3,2,,4820.722441237357
TUCURUI,mes,4,4,3,3,,4824.722441237357
TUCURUI,mes,4,4,3,4,,4828.722441237356
TUCURUI,mes,4,4,3,5,,4832.722441237356
TUCURUI,mes,4,4,4,1,,4817.099345636086
TUCURUI,mes,4,4,4,2,,4821.099345636087
TUCURUI,mes,4,4,4,3,,4825.099345636086
TUCURUI,mes,4,4,4,4,,4829.099345636085
TUCURUI,mes,4,4,4,5,,4833.099345636085
TUCURUI,mes,4,4,5,1,,4815.48904271597
TUCURUI,mes,4,4,5,2,,4819.48904271597
TUCURUI,mes,4,4,5,3,,4823.489042715969
TUCURUI,mes,4,4,5,4,,4827.489042715969
TUCURUI,mes,4,4,5,5,,4831.489042715969
TUCURUI,mes,4,5,1,1,,4838.038287641848
TUCURUI,mes,4,5,1,2,,4842.038287641848
TUCURUI,mes,4,5,1,3,,4846.03828764185
TUCURUI,mes,4,5,1,4,,4850.038287641842
TUCURUI,mes,4,5,1,5,,4854.038287641851
TUCURUI,mes,4,5,2,1,,4833.075759291422
TUCURUI,mes,4,5,2,2,,4837.075759291422
TUCURUI,mes,4,5,2,3,,4841.0757592914215
TUCURUI,mes,4,5,2,4,,4845.075759291422
TUCURUI,mes,4,5,2,5,,4849.0757592914215
TUCURUI,mes,4,5,3,1,,4802.931282043983
TUCURUI,mes,4,5,3,2,,4806.931282043983
TUCURUI,mes,4,5,3,3,,4810.9312820439845
TUCURUI,mes,4,5,3,4,,4814.931282043983
TUCURUI,mes,4,5,3,5,,4818.931282043983
TUCURUI,mes,4,5,4,1,,4797.973282206221
TUCURUI,mes,4,5,4,2,,4801.973282206221
TUCURUI,mes,4,5,4,3,,4805.97328220622
TUCURUI,mes,4,5,4,4,,4809.97328220622
TUCURUI,mes,4,5,4,5,,4813.97328220622
TUCURUI,mes,4,5,5,1,,4796.30278372453
TUCURUI,mes,4,5,5,2,,4800.30278372453
TUCURUI,mes,4,5,5,3,,4804.30278372453
TUCURUI,mes,4,5,5,4,,4808.302783724529
TUCURUI,mes,4,5,5,5,,4812.302783724529
ITUMBIARA,dia,1,1,1,0,,69614.41664755347
ITUMBIARA,dia,1,1,2,0,,69602.98448089923
ITUMBIARA,dia,1,1,3,0,,69606.41212769877
ITUMBIARA,dia,1,1,4,0,,69608.52075678777
ITUMBIARA,dia,1,1,5,0,,69610.57358312226
ITUMBIARA,dia,1,2,1,0,,69130.51129365896
ITUMBIARA,dia,1,2,2,0,,69113.81680783087
ITUMBIARA,dia,1,2,3,0,,69117.06937383504
ITUMBIARA,dia,1,2,4,0,,69118.98606063293
ITUMBIARA,dia,1,2,5,0,,69121.24951207003
ITUMBIARA,dia,1,3,1,0,,69115.06429195982
ITUMBIARA,dia,1,3,2,0,,69097.87048900459
ITUMBIARA,dia,1,3,3,0,,69101.11566537546
ITUMBIARA,dia,1,3,4,0,,69102.9675553449
ITUMBIARA,dia,1,3,5,0,,69105.0974478455
ITUMBIARA,dia,1,4,1,0,,69116.36465926585
ITUMBIARA,dia,1,4,2,0,,69099.42715582377
ITUMBIARA,dia,1,4,3,0,,69102.67929286734
ITUMBIARA,dia,1,4,4,0,,69104.54157612614
ITUMBIARA,dia,1,4,5,0,,69106.66959113453
ITUMBIARA,dia,1,5,1,0,,69080.66795043748
ITUMBIARA,dia,1,5,2,0,,69065.37937223769
ITUMBIARA,dia,1,5,3,0,,69068.68669217291
ITUMBIARA,dia,1,5,4,0,,69070.60431533321
ITUMBIARA,dia,1,5,5,0,,69072.65053997621
ITUMBIARA,dia,2,1,1,0,,85350.91900818674
ITUMBIARA,dia,2,1,2,0,,85418.04382331202
ITUMBIARA,dia,2,1,3,0,,85426.66835254004
ITUMBIARA,dia,2,1,4,0,,85440.44816445521
ITUMBIARA,dia,2,1,5,0,,85452.36846337821
ITUMBIARA,dia,2,2,1,0,,82696.22368731032
ITUMBIARA,dia,2,2,2,0,,82774.46869422772
ITUMBIARA,dia,2,2,3,0,,82781.7566043917
ITUMBIARA,dia,2,2,4,0,,82794.53887731847
ITUMBIARA,dia,2,2,5,0,,82800.36254491098
ITUMBIARA,dia,2,3,1,0,,80956.11470892561
ITUMBIARA,dia,2,3,2,0,,81049.71324083154
ITUMBIARA,dia,2,3,3,0,,81070.55593861596
ITUMBIARA,dia,2,3,4,0,,81110.62601021267
ITUMBIARA,dia,2,3,5,0,,81116.98006590453
ITUMBIARA,dia,2,4,1,0,,79572.67300480287
ITUMBIARA,dia,2,4,2,0,,79648.085394128
ITUMBIARA,dia,2,4,3,0,,79661.82292220293
ITUMBIARA,dia,2,4,4,0,,79687.4283388869
ITUMBIARA,dia,2,4,5,0,,79705.36069185387
ITUMBIARA,dia,2,5,1,0,,78539.6130124953
ITUMBIARA,dia,2,5,2,0,,78567.35809917783
ITUMBIARA,dia,2,5,3,0,,78576.04774098803
ITUMBIARA,dia,2,5,4,0,,78591.152038095
ITUMBIARA,dia,2,5,5,0,,78608.45740659797
ITUMBIARA,dia,3,1,1,1,,69677.78914656615
ITUMBIARA,dia,3,1,1,2,,69663.60202388791
ITUMBIARA,dia,3,1,1,3,,69666.045504769
ITUMBIARA,dia,3,1,1,4,,69672.63052581286
ITUMBIARA,dia,3,1,1,5,,69682.53247752984
ITUMBIARA,dia,3,1,2,1,,69655.26059089776
ITUMBIARA,dia,3,1,2,2,,69644.0770548012
ITUMBIARA,dia,3,1,2,3,,69645.90516136574
ITUMBIARA,dia,3,1,2,4,,69652.10881533835
ITUMBIARA,dia,3,1,2,5,,69659.32976812797
ITUMBIARA,dia,3,1,3,1,,69659.39903954125
ITUMBIARA,dia,3,1,3,2,,69647.93968443411
ITUMBIARA,dia,3,1,3,3,,69649.85113235236
ITUMBIARA,dia,3,1,3,4,,69656.0371919968
ITUMBIARA,dia,3,1,3,5,,69663.42247755172
ITUMBIARA,dia,3,1,4,1,,69661.227112562
ITUMBIARA,dia,3,1,4,2,,69649.55915475985
ITUMBIARA,dia,3,1,4,3,,69651.42508892351
ITUMBIARA,dia,3,1,4,4,,69657.59517371695
ITUMBIARA,dia,3,1,4,5,,69664.7044267439
ITUMBIARA,dia,3,1,5,1,,69663.64936582647
ITUMBIARA,dia,3,1,5,2,,69651.83154972145
ITUMBIARA,dia,3,1,5,3,,69653.73481202842
ITUMBIARA,dia,3,1,5,4,,69659.85665620824
ITUMBIARA,dia,3,1,5,5,,69667.17361052695
ITUMBIARA,dia,3,2,1,1,,69299.58756061424
ITUMBIARA,dia,3,2,1,2,,69228.765224979
ITUMBIARA,dia,3,2,1,3,,69224.43079965083
ITUMBIARA,dia,3,2,1,4,,69229.84581534745
ITUMBIARA,dia,3,2,1,5,,69246.7208756907
ITUMBIARA,dia,3,2,2,1,,69267.9052790386
ITUMBIARA,dia,3,2,2,2,,69200.00435193199
ITUMBIARA,dia,3,2,2,3,,69194.6271342381
ITUMBIARA,dia,3,2,2,4,,69199.81316345463
ITUMBIARA,dia,3,2,2,5,,69212.8236808165
ITUMBIARA,dia,3,2,3,1,,69272.03316045288
ITUMBIARA,dia,3,2,3,2,,69203.85051155437
ITUMBIARA,dia,3,2,3,3,,69198.5813298398
ITUMBIARA,dia,3,2,3,4,,69203.74855251444
ITUMBIARA,dia,3,2,3,5,,69216.88001120463
ITUMBIARA,dia,3,2,4,1,,69273.73631883225
ITUMBIARA,dia,3,2,4,2,,69205.17843340052
ITUMBIARA,dia,3,2,4,3,,69199.83343038286
ITUMBIARA,dia,3,2,4,4,,69204.9932046326
ITUMBIARA,dia,3,2,4,5,,69217.88665216572
ITUMBIARA,dia,3,2,5,1,,69276.31157446395
ITUMBIARA,dia,3,2,5,2,,69207.72697160798
ITUMBIARA,dia,3,2,5,3,,69202.40184569247
ITUMBIARA,dia,3,2,5,4,,69207.53443632396
ITUMBIARA,dia,3,2,5,5,,69220.55592887857
ITUMBIARA,dia,3,3,1,1,,69285.04945065382
ITUMBIARA,dia,3,3,1,2,,69215.62225320954
ITUMBIARA,dia,3,3,1,3,,69211.55994461689
ITUMBIARA,dia,3,3,1,4,,69216.78407120945
ITUMBIARA,dia,3,3,1,5,,69237.22376043577
ITUMBIARA,dia,3,3,2,1,,69253.39239714437
ITUMBIARA,dia,3,3,2,2,,69186.55761220236
ITUMBIARA,dia,3,3,2,3,,69181.46316376483
ITUMBIARA,dia,3,3,2,4,,69186.46715829511
ITUMBIARA,dia,3,3,2,5,,69202.91688897349
ITUMBIARA,dia,3,3,3,1,,69257.52823500818
ITUMBIARA,dia,3,3,3,2,,69190.41558949286
ITUMBIARA,dia,3,3,3,3,,69185.42642764587
ITUMBIARA,dia,3,3,3,4,,69190.41129304311
ITUMBIARA,dia,3,3,3,5,,69207.03679176158
ITUMBIARA,dia,3,3,4,1,,69259.21335351098
ITUMBIARA,dia,3,3,4,2,,69191.69147570449
ITUMBIARA,dia,3,3,4,3,,69186.62533842732
ITUMBIARA,dia,3,3,4,4,,69191.60136275757
ITUMBIARA,dia,3,3,4,5,,69207.91562203478
ITUMBIARA,dia,3,3,5,1,,69261.6538202648
ITUMBIARA,dia,3,3,5,2,,69194.13335447836
ITUMBIARA,dia,3,3,5,3,,69189.10316830655
ITUMBIARA,dia,3,3,5,4,,69194.04229918722
ITUMBIARA,dia,3,3,5,5,,69210.56887791604
ITUMBIARA,dia,3,4,1,1,,69283.97331945728
ITUMBIARA,dia,3,4,1,2,,69220.31770980416
ITUMBIARA,dia,3,4,1,3,,69215.64307215175
ITUMBIARA,dia,3,4,1,4,,69220.7092894362
ITUMBIARA,dia,3,4,1,5,,69241.09454045579
ITUMBIARA,dia,3,4,2,1,,69253.8271785265
ITUMBIARA,dia,3,4,2,2,,69192.45472036388
ITUMBIARA,dia,3,4,2,3,,69186.73647693121
ITUMBIARA,dia,3,4,2,4,,69191.62146249702
ITUMBIARA,dia,3,4,2,5,,69208.17340410374
ITUMBIARA,dia,3,4,3,1,,69257.92261782018
ITUMBIARA,dia,3,4,3,2,,69196.28683496609
ITUMBIARA,dia,3,4,3,3,,69190.66479572366
ITUMBIARA,dia,3,4,3,4,,69195.53515673893
ITUMBIARA,dia,3,4,3,5,,69212.20938566633
ITUMBIARA,dia,3,4,4,1,,69259.6727303835
ITUMBIARA,dia,3,4,4,2,,69197.66224845675
ITUMBIARA,dia,3,4,4,3,,69191.9688310875
ITUMBIARA,dia,3,4,4,4,,69196.8303852248
ITUMBIARA,dia,3,4,4,5,,69213.25831707177
ITUMBIARA,dia,3,4,5,1,,69262.04492469152
ITUMBIARA,dia,3,4,5,2,,69200.04198313096
ITUMBIARA,dia,3,4,5,3,,69194.35571261405
ITUMBIARA,dia,3,4,5,4,,69199.20241968056
ITUMBIARA,dia,3,4,5,5,,69215.74722252361
ITUMBIARA,dia,3,5,1,1,,69266.66761222495
ITUMBIARA,dia,3,5,1,2,,69201.99558266712
ITUMBIARA,dia,3,5,1,3,,69197.46061372817
ITUMBIARA,dia,3,5,1,4,,69201.97069100561
ITUMBIARA,dia,3,5,1,5,,69227.86812473925
ITUMBIARA,dia,3,5,2,1,,69238.73032325394
ITUMBIARA,dia,3,5,2,2,,69176.61932689673
ITUMBIARA,dia,3,5,2,3,,69171.18828083584
ITUMBIARA,dia,3,5,2,4,,69175.41143021277
ITUMBIARA,dia,3,5,2,5,,69197.809023359
ITUMBIARA,dia,3,5,3,1,,69242.88876919908
ITUMBIARA,dia,3,5,3,2,,69180.4947165414
ITUMBIARA,dia,3,5,3,3,,69175.17176853736
ITUMBIARA,dia,3,5,3,4,,69179.37441399258
ITUMBIARA,dia,3,5,3,5,,69201.99638813073
ITUMBIARA,dia,3,5,4,1,,69244.59062239784
ITUMBIARA,dia,3,5,4,2,,69181.85602698076
ITUMBIARA,dia,3,5,4,3,,69176.45088552896
ITUMBIARA,dia,3,5,4,4,,69180.64225867856
ITUMBIARA,dia,3,5,4,5,,69202.89258476402
ITUMBIARA,dia,3,5,5,1,,69247.01033555067
ITUMBIARA,dia,3,5,5,2,,69184.21951853778
ITUMBIARA,dia,3,5,5,3,,69178.8838416645
ITUMBIARA,dia,3,5,5,4,,69183.01956372737
ITUMBIARA,dia,3,5,5,5,,69205.58031353049
ITUMBIARA,dia,4,1,1,1,,85355.91895110477
ITUMBIARA,dia,4,1,1,2,,85359.91895110477
ITUMBIARA,dia,4,1,1,3,,85363.91895110477
ITUMBIARA,dia,4,1,1,4,,85367.91895110477
ITUMBIARA,dia,4,1,1,5,,85371.91895110477
ITUMBIARA,dia,4,1,2,1,,85423.04376623005
ITUMBIARA,dia,4,1,2,2,,85427.04376623007
ITUMBIARA,dia,4,1,2,3,,85431.04376623005
ITUMBIARA,dia,4,1,2,4,,85435.04376623005
ITUMBIARA,dia,4,1,2,5,,85439.04376623005
ITUMBIARA,dia,4,1,3,1,,85431.66829545808
ITUMBIARA,dia,4,1,3,2,,85435.66829545808
ITUMBIARA,dia,4,1,3,3,,85439.66829545808
ITUMBIARA,dia,4,1,3,4,,85443.66829545808
ITUMBIARA,dia,4,1,3,5,,85447.66829545808
ITUMBIARA,dia,4,1,4,1,,85445.44810737325
ITUMBIARA,dia,4,1,4,2,,85449.44810737325
ITUMBIARA,dia,4,1,4,3,,85453.44810737325
ITUMBIARA,dia,4,1,4,4,,85457.44810737325
ITUMBIARA,dia,4,1,4,5,,85461.44810737325
ITUMBIARA,dia,4,1,5,1,,85457.36840629624
ITUMBIARA,dia,4,1,5,2,,85461.36840629624
ITUMBIARA,dia,4,1,5,3,,85465.36840629624
ITUMBIARA,dia,4,1,5,4,,85469.36840629624
ITUMBIARA,dia,4,1,5,5,,85473.36840629624
ITUMBIARA,dia,4,2,1,1,,82700.22345896505
ITUMBIARA,dia,4,2,1,2,,82704.22345896508
ITUMBIARA,dia,4,2,1,3,,82708.22345896508
ITUMBIARA,dia,4,2,1,4,,82712.22345896508
ITUMBIARA,dia,4,2,1,5,,82716.22345896505
ITUMBIARA,dia,4,2,2,1,,82778.46846588247
ITUMBIARA,dia,4,2,2,2,,82782.46846588247
ITUMBIARA,dia,4,2,2,3,,82786.46846588247
ITUMBIARA,dia,4,2,2,4,,82790.46846588247
ITUMBIARA,dia,4,2,2,5,,82794.46846588247
ITUMBIARA,dia,4,2,3,1,,82785.75637604645
ITUMBIARA,dia,4,2,3,2,,82789.75637604645
ITUMBIARA,dia,4,2,3,3,,82793.75637604645
ITUMBIARA,dia,4,2,3,4,,82797.75637604645
ITUMBIARA,dia,4,2,3,5,,82801.75637604645
ITUMBIARA,dia,4,2,4,1,,82798.53864897322
ITUMBIARA,dia,4,2,4,2,,82802.53864897322
ITUMBIARA,dia,4,2,4,3,,82806.53864897322
ITUMBIARA,dia,4,2,4,4,,82810.53864897322
ITUMBIARA,dia,4,2,4,5,,82814.53864897322
ITUMBIARA,dia,4,2,5,1,,82804.3623165657
ITUMBIARA,dia,4,2,5,2,,82808.36231656572
ITUMBIARA,dia,4,2,5,3,,82812.36231656572
ITUMBIARA,dia,4,2,5,4,,82816.36231656572
ITUMBIARA,dia,4,2,5,5,,82820.3623165657
ITUMBIARA,dia,4,3,1,1,,80959.11419510968
ITUMBIARA,dia,4,3,1,2,,80963.1141951097
ITUMBIARA,dia,4,3,1,3,,80967.1141951097
ITUMBIARA,dia,4,3,1,4,,80971.1141951097
ITUMBIARA,dia,4,3,1,5,,80975.11419510968
ITUMBIARA,dia,4,3,2,1,,81052.71272701559
ITUMBIARA,dia,4,3,2,2,,81056.71272701559
ITUMBIARA,dia,4,3,2,3,,81060.71272701559
ITUMBIARA,dia,4,3,2,4,,81064.71272701559
ITUMBIARA,dia,4,3,2,5,,81068.71272701559
ITUMBIARA,dia,4,3,3,1,,81073.5554248
ITUMBIARA,dia,4,3,3,2,,81077.55542480001
ITUMBIARA,dia,4,3,3,3,,81081.5554248
ITUMBIARA,dia,4,3,3,4,,81085.55542480001
ITUMBIARA,dia,4,3,3,5,,81089.5554248
ITUMBIARA,dia,4,3,4,1,,81113.62549639674
ITUMBIARA,dia,4,3,4,2,,81117.62549639674
ITUMBIARA,dia,4,3,4,3,,81121.62549639674
ITUMBIARA,dia,4,3,4,4,,81125.62549639674
ITUMBIARA,dia,4,3,4,5,,81129.62549639674
ITUMBIARA,dia,4,3,5,1,,81119.9795520886
ITUMBIARA,dia,4,3,5,2,,81123.9795520886
ITUMBIARA,dia,4,3,5,3,,81127.9795520886
ITUMBIARA,dia,4,3,5,4,,81131.9795520886
ITUMBIARA,dia,4,3,5,5,,81135.9795520886
ITUMBIARA,dia,4,4,1,1,,79574.67209128277
ITUMBIARA,dia,4,4,1,2,,79578.67209128277
ITUMBIARA,dia,4,4,1,3,,79582.67209128277
ITUMBIARA,dia,4,4,1,4,,79586.67209128277
ITUMBIARA,dia,4,4,1,5,,79590.67209128279
ITUMBIARA,dia,4,4,2,1,,79650.08448060788
ITUMBIARA,dia,4,4,2,2,,79654.08448060788
ITUMBIARA,dia,4,4,2,3,,79658.08448060788
ITUMBIARA,dia,4,4,2,4,,79662.08448060788
ITUMBIARA,dia,4,4,2,5,,79666.08448060788
ITUMBIARA,dia,4,4,3,1,,79663.82200868282
ITUMBIARA,dia,4,4,3,2,,79667.82200868282
ITUMBIARA,dia,4,4,3,3,,79671.82200868282
ITUMBIARA,dia,4,4,3,4,,79675.82200868282
ITUMBIARA,dia,4,4,3,5,,79679.82200868284
ITUMBIARA,dia,4,4,4,1,,79689.4274253668
ITUMBIARA,dia,4,4,4,2,,79693.4274253668
ITUMBIARA,dia,4,4,4,3,,79697.4274253668
ITUMBIARA,dia,4,4,4,4,,79701.4274253668
ITUMBIARA,dia,4,4,4,5,,79705.4274253668
ITUMBIARA,dia,4,4,5,1,,79707.35977833378
ITUMBIARA,dia,4,4,5,2,,79711.35977833378
ITUMBIARA,dia,4,4,5,3,,79715.35977833378
ITUMBIARA,dia,4,4,5,4,,79719.35977833378
ITUMBIARA,dia,4,4,5,5,,79723.35977833378
ITUMBIARA,dia,4,5,1,1,,78540.61158501147
ITUMBIARA,dia,4,5,1,2,,78544.61158501147
ITUMBIARA,dia,4,5,1,3,,78548.61158501147
ITUMBIARA,dia,4,5,1,4,,78552.61158501147
ITUMBIARA,dia,4,5,1,5,,78556.61158501147
ITUMBIARA,dia,4,5,2,1,,78568.356671694
ITUMBIARA,dia,4,5,2,2,,78572.356671694
ITUMBIARA,dia,4,5,2,3,,78576.356671694
ITUMBIARA,dia,4,5,2,4,,78580.356671694
ITUMBIARA,dia,4,5,2,5,,78584.356671694
ITUMBIARA,dia,4,5,3,1,,78577.0463135042
ITUMBIARA,dia,4,5,3,2,,78581.0463135042
ITUMBIARA,dia,4,5,3,3,,78585.0463135042
ITUMBIARA,dia,4,5,3,4,,78589.0463135042
ITUMBIARA,dia,4,5,3,5,,78593.0463135042
ITUMBIARA,dia,4,5,4,1,,78592.15061061116
ITUMBIARA,dia,4,5,4,2,,78596.15061061116
ITUMBIARA,dia,4,5,4,3,,78600.15061061116
