id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;nom_reservatorio;din_instante;id_reservatorio;nom_ree;num_ordemcs;cod_usina;val_nivelmontante;val_niveljusante;val_volumeutilcon;val_vazaoafluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaodefluente;val_vazaotransferida;val_vazaonatural;val_vazaoartificial;val_vazaoincremental;val_vazaoevaporacaoliquida;val_vazaousoconsuntivo;val_vazaoincrementalbruta
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2001-01-01;PNPPRI;;145.0;46.0;255.61155555555555;237.4555;;6692.841666666666;4202.427777777778;1982.6777777777777;;6185.105555555556;;6940.430777777778;6900.342277777779;826.9682230635;;;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2001-06-30;PNPPRI;;145.0;46.0;257.0635555555556;236.8083888888889;;4247.186111111111;4218.766666666666;47.02777777777778;;4265.794444444445;;4816.979222222222;4782.457666666667;729.8082802663334;;;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2002-01-01;PNPPRI;;145.0;46.0;256.86572222222225;;;7338.532;;1388.5666666666666;;7331.985166666667;;9946.510777777778;9908.197166666667;823.7129428440556;26.860983333333333;123.83224166666668;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2002-06-30;PNPPRI;;145.0;46.0;257.1140555555555;457.85714285714283;;5857.890388888889;;26.394444444444446;;5832.862111111111;;4418.0706666666665;4389.379333333333;627.9009991113334;35.93814285714286;211.28388571428573;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2003-01-01;PNPPRI;;145.0;46.0;257.1297777777778;239.67177419354837;;7098.453722222222;;1054.8333333333333;;7086.550166666667;;9888.441388888888;9857.329722222223;946.9984456379445;6.194346153846154;79.0785923076923;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2003-06-30;PNPPRI;;145.0;46.0;257.1286111111111;237.82994350282488;;6724.620333333333;;200.63888888888889;;6735.203222222222;;4579.678333333333;4560.776111111111;581.857668728389;;;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2004-01-01;PNPPRI;;145.0;46.0;257.1300555555556;238.16424581005586;;7225.9995;;708.55;;7222.037722222222;;10376.864555555554;10335.437722222223;716.5247784082778;;;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2004-06-29;PNPPRI;;145.0;46.0;257.1277777777778;237.75921787709498;;6420.8369999999995;;77.92222222222222;;6410.243388888889;;5052.944333333333;5026.864722222223;625.2868871052223;;;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2005-01-01;PNPPRI;;145.0;46.0;257.13377777777777;238.4126404494382;;8463.152555555554;;1424.4611111111112;;8457.861111111111;;10328.675111111112;10281.291055555555;819.3172785441666;;;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2005-06-30;PNPPRI;;145.0;46.0;257.1188888888889;237.70273743016762;;6642.581499999999;;314.2388888888889;;6643.905555555555;;5724.463277777778;5691.2785;684.2213344997779;;;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2006-01-01;PNPPRI;;145.0;46.0;257.1773333333333;238.4946111111111;;8803.286166666667;;1145.5415555555555;;8796.663666666667;;10458.805944444444;10415.248333333333;954.3291113961111;27.380716666666665;136.48002555555556;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2006-06-30;PNPPRI;;145.0;46.0;257.1695555555555;238.05159090909092;;7508.718222222223;;28.570555555555554;;7504.736777777778;;6246.672222222222;6210.820222222222;592.8247229680001;12.396067415730338;173.59635337078652;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2007-01-01;PNPPRI;;145.0;46.0;257.15201666666667;233.15713450292398;;10293.326444444445;7117.955974842767;3153.216;;10306.568277777778;;12718.497944444443;12680.789222222222;1112.7693359374443;27.352027777777778;140.12506888888888;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2007-06-30;PNPPRI;;145.0;46.0;257.1737222222222;237.81151685393257;;6998.052777777778;6971.196629213483;11.266666666666667;;7003.331055555556;;4682.635833333333;4651.273277777777;564.4111094154445;12.562211111111111;179.333435;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2008-01-01;PNPPRI;;145.0;46.0;257.2217777777778;238.27619318181817;;8478.333944444445;7691.267045454545;762.7111111111111;;8461.08888888889;;11162.845222222222;11119.041277777778;847.682221815389;27.35178888888889;143.05125388888888;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2008-06-29;PNPPRI;;145.0;46.0;257.18016666666665;237.69497206703912;;6818.665777777778;6814.005586592179;12.13888888888889;3.4960629921259843;6835.9111111111115;;4894.385777777778;4868.043055555556;470.1049987795;12.77663888888889;185.60656444444447;
SE;Sudeste/Centro-Oeste;Fio dagua;PARANA;PORTO PRIMAVERA;2009-01-01;PNPPRI;;145.0;46.0;257.1933333333333;238.04583333333332;;7769.520555555555;7177.138888888889;574.7888888888889;4.022222222222222;7762.894444444444;;9966.50661111111;9936.370388888889;731.7953335231666;27.40297191011236;147.4510191011236;
